Entity,Code,Year,Renewable Source,Terawatt Hours
Eastern Africa,,1976,Solar,0
Eastern Africa,,1976,Wind,0
Eastern Africa,,1976,Others,0.146
Eastern Africa,,1977,Hydro,19.410797423891
Eastern Africa,,1977,Solar,0
Eastern Africa,,1977,Wind,0
Eastern Africa,,1977,Others,0.149
Eastern Africa,,1978,Hydro,18.516830891895
Eastern Africa,,1978,Solar,0
Eastern Africa,,1978,Wind,0
Eastern Africa,,1978,Others,0.155
Eastern Africa,,1979,Hydro,19.8973036
Eastern Africa,,1979,Solar,0
Eastern Africa,,1979,Wind,0
Eastern Africa,,1979,Others,0.161
Eastern Africa,,1980,Hydro,18.2546333558753
Eastern Africa,,1980,Solar,0
Eastern Africa,,1980,Wind,0
Eastern Africa,,1980,Others,0.167
Eastern Africa,,1981,Hydro,19.0310418618705
Eastern Africa,,1981,Solar,0
Eastern Africa,,1981,Wind,0
Eastern Africa,,1981,Others,0.177
Eastern Africa,,1982,Hydro,19.6677253347722
Eastern Africa,,1982,Solar,0
Eastern Africa,,1982,Wind,0
Eastern Africa,,1982,Others,0.195
Eastern Africa,,1983,Hydro,19.4449134618705
Eastern Africa,,1983,Solar,0
Eastern Africa,,1983,Wind,0
Eastern Africa,,1983,Others,0.189
Eastern Africa,,1984,Hydro,18.9151803194245
Eastern Africa,,1984,Solar,0
Eastern Africa,,1984,Wind,0
Eastern Africa,,1984,Others,0.192
Eastern Africa,,1985,Hydro,19.6916850519584
Eastern Africa,,1985,Solar,0
Eastern Africa,,1985,Wind,0
Eastern Africa,,1985,Others,0.227
Eastern Africa,,1986,Hydro,18.8453733013589
Eastern Africa,,1986,Solar,0
Eastern Africa,,1986,Wind,0
Eastern Africa,,1986,Others,0.617
Eastern Africa,,1987,Hydro,16.4269603084245
Eastern Africa,,1987,Solar,0
Eastern Africa,,1987,Wind,0
Eastern Africa,,1987,Others,0.615
Eastern Africa,,1988,Hydro,18.618456357139902
Eastern Africa,,1988,Solar,0
Eastern Africa,,1988,Wind,0
Eastern Africa,,1988,Others,0.583
Eastern Africa,,1989,Hydro,18.0262147671271
Eastern Africa,,1989,Solar,0
Eastern Africa,,1989,Wind,0
Eastern Africa,,1989,Others,0.574
Eastern Africa,,1990,Hydro,21.3455682141471
Eastern Africa,,1990,Solar,0
Eastern Africa,,1990,Wind,0
Eastern Africa,,1990,Others,0.685
Eastern Africa,,1991,Hydro,21.7425570996307
Eastern Africa,,1991,Solar,0
Eastern Africa,,1991,Wind,0
Eastern Africa,,1991,Others,0.686
Eastern Africa,,1992,Hydro,19.6329896492222
Eastern Africa,,1992,Solar,0
Eastern Africa,,1992,Wind,0
Eastern Africa,,1992,Others,0.677
Eastern Africa,,1993,Hydro,20.5325324824716
Eastern Africa,,1993,Solar,0
Eastern Africa,,1993,Wind,0
Eastern Africa,,1993,Others,0.662
Eastern Africa,,1994,Hydro,20.6723213840232
Eastern Africa,,1994,Solar,0
Eastern Africa,,1994,Wind,0
Eastern Africa,,1994,Others,0.546
Eastern Africa,,1995,Hydro,20.8618979157914
Eastern Africa,,1995,Solar,0
Eastern Africa,,1995,Wind,0
Eastern Africa,,1995,Others,0.69
Eastern Africa,,1996,Hydro,20.7356768111942
Eastern Africa,,1996,Solar,0
Eastern Africa,,1996,Wind,0
Eastern Africa,,1996,Others,0.834093087911035
Eastern Africa,,1997,Hydro,21.813017528
Eastern Africa,,1997,Solar,0
Eastern Africa,,1997,Wind,0
Eastern Africa,,1997,Others,0.832093087911035
Eastern Africa,,1998,Hydro,27.86504585
Eastern Africa,,1998,Solar,0
Eastern Africa,,1998,Wind,0
Eastern Africa,,1998,Others,1.04650196529575
Eastern Africa,,1999,Hydro,29.365874407
Eastern Africa,,1999,Solar,0
Eastern Africa,,1999,Wind,0
Eastern Africa,,1999,Others,1.01218617582207
Eastern Africa,,2000,Hydro,30.854148745
Eastern Africa,,2000,Solar,0.0053
Eastern Africa,,2000,Wind,1e-4
Eastern Africa,,2000,Others,1.50776315789474
Eastern Africa,,2001,Hydro,34.958432699
Eastern Africa,,2001,Solar,0.0087
Eastern Africa,,2001,Wind,0
Eastern Africa,,2001,Others,1.60365263157895
Eastern Africa,,2002,Hydro,37.998413104
Eastern Africa,,2002,Solar,0.0119
Eastern Africa,,2002,Wind,3e-4
Eastern Africa,,2002,Others,1.4967
Eastern Africa,,2003,Hydro,38.378885663
Eastern Africa,,2003,Solar,0.012
Eastern Africa,,2003,Wind,4e-4
Eastern Africa,,2003,Others,1.9048
Eastern Africa,,2004,Hydro,38.951771183
Eastern Africa,,2004,Solar,0.0132
Eastern Africa,,2004,Wind,9e-4
Eastern Africa,,2004,Others,2.1902
Eastern Africa,,2005,Hydro,40.263620978966
Eastern Africa,,2005,Solar,0.0143
Eastern Africa,,2005,Wind,0.0013
Eastern Africa,,2005,Others,2.1613
Eastern Africa,,2006,Hydro,42.559585214
Eastern Africa,,2006,Solar,0.0182
Eastern Africa,,2006,Wind,0.0048
Eastern Africa,,2006,Others,2.30119
Eastern Africa,,2007,Hydro,46.386645062
Eastern Africa,,2007,Solar,0.022824283
Eastern Africa,,2007,Wind,0.011
Eastern Africa,,2007,Others,2.21755
Eastern Africa,,2008,Hydro,45.787681399
Eastern Africa,,2008,Solar,0.031416192
Eastern Africa,,2008,Wind,0.01607
Eastern Africa,,2008,Others,2.331822
Eastern Africa,,2009,Hydro,48.020242975
Eastern Africa,,2009,Solar,0.045168917
Eastern Africa,,2009,Wind,0.0267
Eastern Africa,,2009,Others,2.69072219
Eastern Africa,,2010,Hydro,53.97224481
Eastern Africa,,2010,Solar,0.112431865
Eastern Africa,,2010,Wind,0.03821
Eastern Africa,,2010,Others,2.946542064
Eastern Africa,,2011,Hydro,55.613467824
Eastern Africa,,2011,Solar,0.194606791
Eastern Africa,,2011,Wind,0.03413
Eastern Africa,,2011,Others,2.951661611
Eastern Africa,,2012,Hydro,58.061104493
Eastern Africa,,2012,Solar,0.267353864
Eastern Africa,,2012,Wind,0.1540242
Eastern Africa,,2012,Others,3.101649862
Eastern Africa,,2013,Hydro,61.757797601
Eastern Africa,,2013,Solar,0.327192381
Eastern Africa,,2013,Wind,0.3147081
Eastern Africa,,2013,Others,3.371167925
Eastern Africa,,2014,Hydro,65.9884917904
Eastern Africa,,2014,Solar,0.397598607
Eastern Africa,,2014,Wind,0.4413495
Eastern Africa,,2014,Others,4.564418028
Eastern Africa,,2015,Hydro,65.266757995
Eastern Africa,,2015,Solar,0.447760352
Eastern Africa,,2015,Wind,0.7779207
Eastern Africa,,2015,Others,6.176652605
Eastern Africa,,2016,Hydro,61.78509997412
Eastern Africa,,2016,Solar,0.49364847678
Eastern Africa,,2016,Wind,0.8900376
Eastern Africa,,2016,Others,6.2065395183
Eastern Africa,,2017,Hydro,63.4159751944052
Eastern Africa,,2017,Solar,0.594366287906549
Eastern Africa,,2017,Wind,0.791781194824936
Eastern Africa,,2017,Others,6.47787581765676
Eastern Africa,,2018,Hydro,67.0555287575366
Eastern Africa,,2018,Solar,0.69012472594067
Eastern Africa,,2018,Wind,0.863199466304525
Eastern Africa,,2018,Others,7.0999104088702
Ecuador,ECU,1965,Hydro,0.3447132
Ecuador,ECU,1965,Solar,0
Ecuador,ECU,1965,Wind,0
Ecuador,ECU,1965,Others,0
Ecuador,ECU,1966,Hydro,0.3933266
Ecuador,ECU,1966,Solar,0
Ecuador,ECU,1966,Wind,0
Ecuador,ECU,1966,Others,0
Ecuador,ECU,1967,Hydro,0.4375206
Ecuador,ECU,1967,Solar,0
Ecuador,ECU,1967,Wind,0
Ecuador,ECU,1967,Others,0
Ecuador,ECU,1968,Hydro,0.4551982
Ecuador,ECU,1968,Solar,0
Ecuador,ECU,1968,Wind,0
Ecuador,ECU,1968,Others,0
Ecuador,ECU,1969,Hydro,0.508231
Ecuador,ECU,1969,Solar,0
Ecuador,ECU,1969,Wind,0
Ecuador,ECU,1969,Others,0
Ecuador,ECU,1970,Hydro,0.5568444
Ecuador,ECU,1970,Solar,0
Ecuador,ECU,1970,Wind,0
Ecuador,ECU,1970,Others,0
Ecuador,ECU,1971,Hydro,0.6098772
Ecuador,ECU,1971,Solar,0
Ecuador,ECU,1971,Wind,0
Ecuador,ECU,1971,Others,0
Ecuador,ECU,1972,Hydro,1.0739142
Ecuador,ECU,1972,Solar,0
Ecuador,ECU,1972,Wind,0
Ecuador,ECU,1972,Others,0
Ecuador,ECU,1973,Hydro,0.5789414
Ecuador,ECU,1973,Solar,0
Ecuador,ECU,1973,Wind,0
Ecuador,ECU,1973,Others,0
Ecuador,ECU,1974,Hydro,0.5789414
Ecuador,ECU,1974,Solar,0
Ecuador,ECU,1974,Wind,0
Ecuador,ECU,1974,Others,0
Ecuador,ECU,1975,Hydro,0.6054578
Ecuador,ECU,1975,Solar,0
Ecuador,ECU,1975,Wind,0
Ecuador,ECU,1975,Others,0
Ecuador,ECU,1976,Hydro,0.6319742
Ecuador,ECU,1976,Solar,0
Ecuador,ECU,1976,Wind,0
Ecuador,ECU,1976,Others,0
Ecuador,ECU,1977,Hydro,0.950171
Ecuador,ECU,1977,Solar,0
Ecuador,ECU,1977,Wind,0
Ecuador,ECU,1977,Others,0
Ecuador,ECU,1978,Hydro,1.082753
Ecuador,ECU,1978,Solar,0
Ecuador,ECU,1978,Wind,0
Ecuador,ECU,1978,Others,0
Ecuador,ECU,1979,Hydro,0.9766874
Ecuador,ECU,1979,Solar,0
Ecuador,ECU,1979,Wind,0
Ecuador,ECU,1979,Others,0
Ecuador,ECU,1980,Hydro,1.1578828
Ecuador,ECU,1980,Solar,0
Ecuador,ECU,1980,Wind,0
Ecuador,ECU,1980,Others,0
Ecuador,ECU,1981,Hydro,1.0562366
Ecuador,ECU,1981,Solar,0
Ecuador,ECU,1981,Wind,0
Ecuador,ECU,1981,Others,0
Ecuador,ECU,1982,Hydro,1.1843992
Ecuador,ECU,1982,Solar,0
Ecuador,ECU,1982,Wind,0
Ecuador,ECU,1982,Others,0
Ecuador,ECU,1983,Hydro,2.2936686
Ecuador,ECU,1983,Solar,0
Ecuador,ECU,1983,Wind,0
Ecuador,ECU,1983,Others,0
Ecuador,ECU,1984,Hydro,4.2116882
Ecuador,ECU,1984,Solar,0
Ecuador,ECU,1984,Wind,0
Ecuador,ECU,1984,Others,0
Ecuador,ECU,1985,Hydro,3.279
Ecuador,ECU,1985,Solar,0
Ecuador,ECU,1985,Wind,0
Ecuador,ECU,1985,Others,0
Ecuador,ECU,1986,Hydro,4.012
Ecuador,ECU,1986,Solar,0
Ecuador,ECU,1986,Wind,0
Ecuador,ECU,1986,Others,0
Ecuador,ECU,1987,Hydro,4.57
Ecuador,ECU,1987,Solar,0
Ecuador,ECU,1987,Wind,0
Ecuador,ECU,1987,Others,0
Ecuador,ECU,1988,Hydro,4.826
Ecuador,ECU,1988,Solar,0
Ecuador,ECU,1988,Wind,0
Ecuador,ECU,1988,Others,0
Ecuador,ECU,1989,Hydro,4.954
Ecuador,ECU,1989,Solar,0
Ecuador,ECU,1989,Wind,0
Ecuador,ECU,1989,Others,0
Ecuador,ECU,1990,Hydro,4.9866877
Ecuador,ECU,1990,Solar,0
Ecuador,ECU,1990,Wind,0
Ecuador,ECU,1990,Others,0
Ecuador,ECU,1991,Hydro,5.075921
Ecuador,ECU,1991,Solar,0
Ecuador,ECU,1991,Wind,0
Ecuador,ECU,1991,Others,0
Ecuador,ECU,1992,Hydro,4.9735809
Ecuador,ECU,1992,Solar,0
Ecuador,ECU,1992,Wind,0
Ecuador,ECU,1992,Others,0
Ecuador,ECU,1993,Hydro,5.8101371
Ecuador,ECU,1993,Solar,0
Ecuador,ECU,1993,Wind,0
Ecuador,ECU,1993,Others,0
Ecuador,ECU,1994,Hydro,6.5652775
Ecuador,ECU,1994,Solar,0
Ecuador,ECU,1994,Wind,0
Ecuador,ECU,1994,Others,0
Ecuador,ECU,1995,Hydro,5.1605513
Ecuador,ECU,1995,Solar,0
Ecuador,ECU,1995,Wind,0
Ecuador,ECU,1995,Others,0
Ecuador,ECU,1996,Hydro,6.3434151
Ecuador,ECU,1996,Solar,0
Ecuador,ECU,1996,Wind,0
Ecuador,ECU,1996,Others,0
Ecuador,ECU,1997,Hydro,6.5341771
Ecuador,ECU,1997,Solar,0
Ecuador,ECU,1997,Wind,0
Ecuador,ECU,1997,Others,0
Ecuador,ECU,1998,Hydro,6.5060954
Ecuador,ECU,1998,Solar,0
Ecuador,ECU,1998,Wind,0
Ecuador,ECU,1998,Others,0
Ecuador,ECU,1999,Hydro,7.17672593694
Ecuador,ECU,1999,Solar,0
Ecuador,ECU,1999,Wind,0
Ecuador,ECU,1999,Others,0
Ecuador,ECU,2000,Hydro,7.611231425515
Ecuador,ECU,2000,Solar,0
Ecuador,ECU,2000,Wind,0
Ecuador,ECU,2000,Others,0
Ecuador,ECU,2001,Hydro,7.070652628788
Ecuador,ECU,2001,Solar,0
Ecuador,ECU,2001,Wind,0
Ecuador,ECU,2001,Others,0
Ecuador,ECU,2002,Hydro,7.524256030124
Ecuador,ECU,2002,Solar,0
Ecuador,ECU,2002,Wind,0
Ecuador,ECU,2002,Others,0
Ecuador,ECU,2003,Hydro,7.180416910383
Ecuador,ECU,2003,Solar,0
Ecuador,ECU,2003,Wind,0
Ecuador,ECU,2003,Others,0
Ecuador,ECU,2004,Hydro,7.411699139289
Ecuador,ECU,2004,Solar,0
Ecuador,ECU,2004,Wind,0
Ecuador,ECU,2004,Others,0.00324057
Ecuador,ECU,2005,Hydro,6.882639372876
Ecuador,ECU,2005,Solar,1.238993e-5
Ecuador,ECU,2005,Wind,0
Ecuador,ECU,2005,Others,0.102856283
Ecuador,ECU,2006,Hydro,7.129493192311
Ecuador,ECU,2006,Solar,1.4875e-5
Ecuador,ECU,2006,Wind,0
Ecuador,ECU,2006,Others,0.145555728742
Ecuador,ECU,2007,Hydro,9.037655280444
Ecuador,ECU,2007,Solar,1.8162e-5
Ecuador,ECU,2007,Wind,9.62135e-4
Ecuador,ECU,2007,Others,0.218752751
Ecuador,ECU,2008,Hydro,11.293333006078
Ecuador,ECU,2008,Solar,2.6687e-5
Ecuador,ECU,2008,Wind,0.002682461
Ecuador,ECU,2008,Others,0.208324462
Ecuador,ECU,2009,Hydro,9.225407228995
Ecuador,ECU,2009,Solar,7.8786e-6
Ecuador,ECU,2009,Wind,0.003204416666
Ecuador,ECU,2009,Others,0.21651979700000001
Ecuador,ECU,2010,Hydro,8.636400921231
Ecuador,ECU,2010,Solar,0
Ecuador,ECU,2010,Wind,0.00343485
Ecuador,ECU,2010,Others,0.235561874588
Ecuador,ECU,2011,Hydro,11.133088253311
Ecuador,ECU,2011,Solar,5.812e-5
Ecuador,ECU,2011,Wind,0.00334467
Ecuador,ECU,2011,Others,0.278200369999
Ecuador,ECU,2012,Hydro,12.237723413637
Ecuador,ECU,2012,Solar,3.2566e-4
Ecuador,ECU,2012,Wind,0.002398368
Ecuador,ECU,2012,Others,0.296353241997
Ecuador,ECU,2013,Hydro,11.038824572776
Ecuador,ECU,2013,Solar,0.00366360668
Ecuador,ECU,2013,Wind,0.056702974648
Ecuador,ECU,2013,Others,0.295787929997
Ecuador,ECU,2014,Hydro,11.457895633368
Ecuador,ECU,2014,Solar,0.01648269559
Ecuador,ECU,2014,Wind,0.079742466538
Ecuador,ECU,2014,Others,0.399471182998
Ecuador,ECU,2015,Hydro,13.096270011695
Ecuador,ECU,2015,Solar,0.036057927187
Ecuador,ECU,2015,Wind,0.098806316921
Ecuador,ECU,2015,Others,0.407751048
Ecuador,ECU,2016,Hydro,15.833842014888
Ecuador,ECU,2016,Solar,0.038754817694
Ecuador,ECU,2016,Wind,0.083958750247
Ecuador,ECU,2016,Others,0.489796490998
Ecuador,ECU,2017,Hydro,20.08861
Ecuador,ECU,2017,Solar,0.03748
Ecuador,ECU,2017,Wind,0.0734
Ecuador,ECU,2017,Others,0.43085
Ecuador,ECU,2018,Hydro,20.696120727535
Ecuador,ECU,2018,Solar,0.037991538065
Ecuador,ECU,2018,Wind,0.080257771291
Ecuador,ECU,2018,Others,0.427967651475
Egypt,EGY,1965,Hydro,1.7324048
Egypt,EGY,1965,Solar,0
Egypt,EGY,1965,Wind,0
Egypt,EGY,1965,Others,0
Egypt,EGY,1966,Hydro,1.8252122
Egypt,EGY,1966,Solar,0
Egypt,EGY,1966,Wind,0
Egypt,EGY,1966,Others,0
Egypt,EGY,1967,Hydro,1.966633
Egypt,EGY,1967,Solar,0
Egypt,EGY,1967,Wind,0
Egypt,EGY,1967,Others,0
Egypt,EGY,1968,Hydro,3.0007726
Egypt,EGY,1968,Solar,0
Egypt,EGY,1968,Wind,0
Egypt,EGY,1968,Others,0
Egypt,EGY,1969,Hydro,3.9907182
Egypt,EGY,1969,Solar,0
Egypt,EGY,1969,Wind,0
Egypt,EGY,1969,Others,0
Egypt,EGY,1970,Hydro,4.6889834
Egypt,EGY,1970,Solar,0
Egypt,EGY,1970,Wind,0
Egypt,EGY,1970,Others,0
Egypt,EGY,1971,Hydro,5.0469548
Egypt,EGY,1971,Solar,0
Egypt,EGY,1971,Wind,0
Egypt,EGY,1971,Others,0
Egypt,EGY,1972,Hydro,5.1618592
Egypt,EGY,1972,Solar,0
Egypt,EGY,1972,Wind,0
Egypt,EGY,1972,Others,0
Egypt,EGY,1973,Hydro,5.1530204
Egypt,EGY,1973,Solar,0
Egypt,EGY,1973,Wind,0
Egypt,EGY,1973,Others,0
Egypt,EGY,1974,Hydro,6.1164496
Egypt,EGY,1974,Solar,0
Egypt,EGY,1974,Wind,0
Egypt,EGY,1974,Others,0
Egypt,EGY,1975,Hydro,6.7926178
Egypt,EGY,1975,Solar,0
Egypt,EGY,1975,Wind,0
Egypt,EGY,1975,Others,0
Egypt,EGY,1976,Hydro,8.0035334
Egypt,EGY,1976,Solar,0
Egypt,EGY,1976,Wind,0
Egypt,EGY,1976,Others,0
Egypt,EGY,1977,Hydro,9.037673
Egypt,EGY,1977,Solar,0
Egypt,EGY,1977,Wind,0
Egypt,EGY,1977,Others,0
Egypt,EGY,1978,Hydro,9.9303918
Egypt,EGY,1978,Solar,0
Egypt,EGY,1978,Wind,0
Egypt,EGY,1978,Others,0
Egypt,EGY,1979,Hydro,9.6077756
Egypt,EGY,1979,Solar,0
Egypt,EGY,1979,Wind,0
Egypt,EGY,1979,Others,0
Egypt,EGY,1980,Hydro,9.8022292
Egypt,EGY,1980,Solar,0
Egypt,EGY,1980,Wind,0
Egypt,EGY,1980,Others,0
Egypt,EGY,1981,Hydro,10.2132334
Egypt,EGY,1981,Solar,0
Egypt,EGY,1981,Wind,0
Egypt,EGY,1981,Others,0
Egypt,EGY,1982,Hydro,10.4916556
Egypt,EGY,1982,Solar,0
Egypt,EGY,1982,Wind,0
Egypt,EGY,1982,Others,0
Egypt,EGY,1983,Hydro,9.8154874
Egypt,EGY,1983,Solar,0
Egypt,EGY,1983,Wind,0
Egypt,EGY,1983,Others,0
Egypt,EGY,1984,Hydro,9.6298726
Egypt,EGY,1984,Solar,0
Egypt,EGY,1984,Wind,0
Egypt,EGY,1984,Others,0
Egypt,EGY,1985,Hydro,9.148
Egypt,EGY,1985,Solar,0
Egypt,EGY,1985,Wind,0
Egypt,EGY,1985,Others,0
Egypt,EGY,1986,Hydro,8.972
Egypt,EGY,1986,Solar,0
Egypt,EGY,1986,Wind,0
Egypt,EGY,1986,Others,0
Egypt,EGY,1987,Hydro,8.9695
Egypt,EGY,1987,Solar,0
Egypt,EGY,1987,Wind,0
Egypt,EGY,1987,Others,0
Egypt,EGY,1988,Hydro,8.829
Egypt,EGY,1988,Solar,0
Egypt,EGY,1988,Wind,0
Egypt,EGY,1988,Others,0
Egypt,EGY,1989,Hydro,9.487
Egypt,EGY,1989,Solar,0
Egypt,EGY,1989,Wind,0
Egypt,EGY,1989,Others,0
Egypt,EGY,1990,Hydro,9.953
Egypt,EGY,1990,Solar,0
Egypt,EGY,1990,Wind,0
Egypt,EGY,1990,Others,0
Egypt,EGY,1991,Hydro,9.916
Egypt,EGY,1991,Solar,0
Egypt,EGY,1991,Wind,0
Egypt,EGY,1991,Others,0
Egypt,EGY,1992,Hydro,9.8
Egypt,EGY,1992,Solar,0
Egypt,EGY,1992,Wind,0
Egypt,EGY,1992,Others,0
Egypt,EGY,1993,Hydro,10.0925
Egypt,EGY,1993,Solar,0
Egypt,EGY,1993,Wind,0
Egypt,EGY,1993,Others,0
Egypt,EGY,1994,Hydro,10.728
Egypt,EGY,1994,Solar,0
Egypt,EGY,1994,Wind,0
Egypt,EGY,1994,Others,0
Egypt,EGY,1995,Hydro,11.192
Egypt,EGY,1995,Solar,0
Egypt,EGY,1995,Wind,0
Egypt,EGY,1995,Others,0
Egypt,EGY,1996,Hydro,11.484
Egypt,EGY,1996,Solar,0
Egypt,EGY,1996,Wind,0
Egypt,EGY,1996,Others,0
Egypt,EGY,1997,Hydro,11.771
Egypt,EGY,1997,Solar,0
Egypt,EGY,1997,Wind,0
Egypt,EGY,1997,Others,0
Egypt,EGY,1998,Hydro,12.1045
Egypt,EGY,1998,Solar,0
Egypt,EGY,1998,Wind,0
Egypt,EGY,1998,Others,0
Egypt,EGY,1999,Hydro,13.4405
Egypt,EGY,1999,Solar,0
Egypt,EGY,1999,Wind,0.012
Egypt,EGY,1999,Others,0
Egypt,EGY,2000,Hydro,14.178
Egypt,EGY,2000,Solar,2e-4
Egypt,EGY,2000,Wind,0.0805
Egypt,EGY,2000,Others,0
Egypt,EGY,2001,Hydro,14.4135
Egypt,EGY,2001,Solar,9e-4
Egypt,EGY,2001,Wind,0.179
Egypt,EGY,2001,Others,0
Egypt,EGY,2002,Hydro,13.9945
Egypt,EGY,2002,Solar,0.001
Egypt,EGY,2002,Wind,0.2125
Egypt,EGY,2002,Others,0
Egypt,EGY,2003,Hydro,12.939
Egypt,EGY,2003,Solar,0.001
Egypt,EGY,2003,Wind,0.286
Egypt,EGY,2003,Others,0
Egypt,EGY,2004,Hydro,12.8315
Egypt,EGY,2004,Solar,0.001
Egypt,EGY,2004,Wind,0.504050505050505
Egypt,EGY,2004,Others,0
Egypt,EGY,2005,Hydro,12.644
Egypt,EGY,2005,Solar,0.001
Egypt,EGY,2005,Wind,0.510111111111111
Egypt,EGY,2005,Others,0
Egypt,EGY,2006,Hydro,12.7845
Egypt,EGY,2006,Solar,0.001
Egypt,EGY,2006,Wind,0.605060606060606
Egypt,EGY,2006,Others,0
Egypt,EGY,2007,Hydro,14.2175
Egypt,EGY,2007,Solar,0.0012
Egypt,EGY,2007,Wind,0.662436363636364
Egypt,EGY,2007,Others,0
Egypt,EGY,2008,Hydro,15.096
Egypt,EGY,2008,Solar,0.0015
Egypt,EGY,2008,Wind,0.929813131313131
Egypt,EGY,2008,Others,0
Egypt,EGY,2009,Hydro,13.7725
Egypt,EGY,2009,Solar,0.0022
Egypt,EGY,2009,Wind,1.03719393939394
Egypt,EGY,2009,Others,0
Egypt,EGY,2010,Hydro,12.9545
Egypt,EGY,2010,Solar,0.0252
Egypt,EGY,2010,Wind,1.40914343434343
Egypt,EGY,2010,Others,0
Egypt,EGY,2011,Hydro,12.99
Egypt,EGY,2011,Solar,0.0936
Egypt,EGY,2011,Wind,1.64579393939394
Egypt,EGY,2011,Others,0
Egypt,EGY,2012,Hydro,13.0275
Egypt,EGY,2012,Solar,0.0581
Egypt,EGY,2012,Wind,1.78230404040404
Egypt,EGY,2012,Others,0
Egypt,EGY,2013,Hydro,13.2365
Egypt,EGY,2013,Solar,0.0591
Egypt,EGY,2013,Wind,1.5429202020202
Egypt,EGY,2013,Others,0
Egypt,EGY,2014,Hydro,13.587
Egypt,EGY,2014,Solar,0.0415
Egypt,EGY,2014,Wind,1.12617676767677
Egypt,EGY,2014,Others,0
Egypt,EGY,2015,Hydro,13.6835
Egypt,EGY,2015,Solar,0.0654
Egypt,EGY,2015,Wind,1.87114545454545
Egypt,EGY,2015,Others,0
Egypt,EGY,2016,Hydro,13.5025
Egypt,EGY,2016,Solar,0.1045
Egypt,EGY,2016,Wind,2.52580303030303
Egypt,EGY,2016,Others,0
Egypt,EGY,2017,Hydro,13.4074
Egypt,EGY,2017,Solar,0.262771857923497
Egypt,EGY,2017,Wind,2.44934935419771
Egypt,EGY,2017,Others,0
Egypt,EGY,2018,Hydro,13.48338
Egypt,EGY,2018,Solar,1.03573907103825
Egypt,EGY,2018,Wind,2.43896681131469
Egypt,EGY,2018,Others,0
Estonia,EST,1985,Hydro,0
Estonia,EST,1985,Solar,0
Estonia,EST,1985,Wind,0
Estonia,EST,1985,Others,0
Estonia,EST,1986,Hydro,0
Estonia,EST,1986,Solar,0
Estonia,EST,1986,Wind,0
Estonia,EST,1986,Others,0
Estonia,EST,1987,Hydro,0
Estonia,EST,1987,Solar,0
Estonia,EST,1987,Wind,0
Estonia,EST,1987,Others,0
Estonia,EST,1988,Hydro,0
Estonia,EST,1988,Solar,0
Estonia,EST,1988,Wind,0
Estonia,EST,1988,Others,0
Estonia,EST,1989,Hydro,0
Estonia,EST,1989,Solar,0
Estonia,EST,1989,Wind,0
Estonia,EST,1989,Others,0
Estonia,EST,1990,Hydro,0
Estonia,EST,1990,Solar,0
Estonia,EST,1990,Wind,0
Estonia,EST,1990,Others,0
Estonia,EST,1991,Hydro,0
Estonia,EST,1991,Solar,0
Estonia,EST,1991,Wind,0
Estonia,EST,1991,Others,0
Estonia,EST,1992,Hydro,0
Estonia,EST,1992,Solar,0
Estonia,EST,1992,Wind,0
Estonia,EST,1992,Others,0
Estonia,EST,1993,Hydro,0
Estonia,EST,1993,Solar,0
Estonia,EST,1993,Wind,0
Estonia,EST,1993,Others,0
Estonia,EST,1994,Hydro,0
Estonia,EST,1994,Solar,0
Estonia,EST,1994,Wind,0
Estonia,EST,1994,Others,0
Estonia,EST,1995,Hydro,0
Estonia,EST,1995,Solar,0
Estonia,EST,1995,Wind,0
Estonia,EST,1995,Others,0.006
Estonia,EST,1996,Hydro,0
Estonia,EST,1996,Solar,0
Estonia,EST,1996,Wind,0
Estonia,EST,1996,Others,0.005
Estonia,EST,1997,Hydro,0
Estonia,EST,1997,Solar,0
Estonia,EST,1997,Wind,0
Estonia,EST,1997,Others,0.008
Estonia,EST,1998,Hydro,0
Estonia,EST,1998,Solar,0
Estonia,EST,1998,Wind,0
Estonia,EST,1998,Others,0.012
Estonia,EST,1999,Hydro,0.004
Estonia,EST,1999,Solar,0
Estonia,EST,1999,Wind,0
Estonia,EST,1999,Others,0.012
Estonia,EST,2000,Hydro,0.005
Estonia,EST,2000,Solar,0
Estonia,EST,2000,Wind,0
Estonia,EST,2000,Others,0.013
Estonia,EST,2001,Hydro,0.007
Estonia,EST,2001,Solar,0
Estonia,EST,2001,Wind,0
Estonia,EST,2001,Others,0.011
Estonia,EST,2002,Hydro,0.006
Estonia,EST,2002,Solar,0
Estonia,EST,2002,Wind,0.0014
Estonia,EST,2002,Others,0.027
Estonia,EST,2003,Hydro,0.013
Estonia,EST,2003,Solar,0
Estonia,EST,2003,Wind,0.0061
Estonia,EST,2003,Others,0.026
Estonia,EST,2004,Hydro,0.022
Estonia,EST,2004,Solar,0
Estonia,EST,2004,Wind,0.0076
Estonia,EST,2004,Others,0.031
Estonia,EST,2005,Hydro,0.022
Estonia,EST,2005,Solar,0
Estonia,EST,2005,Wind,0.053900000000000003
Estonia,EST,2005,Others,0.033
Estonia,EST,2006,Hydro,0.014
Estonia,EST,2006,Solar,0
Estonia,EST,2006,Wind,0.0763
Estonia,EST,2006,Others,0.038
Estonia,EST,2007,Hydro,0.022
Estonia,EST,2007,Solar,0
Estonia,EST,2007,Wind,0.091
Estonia,EST,2007,Others,0.036
Estonia,EST,2008,Hydro,0.028
Estonia,EST,2008,Solar,0
